vacancy_id,client_name,role_title,department,recruiter_id,opened_date,filled_date,status,source_channel,monthly_fee_usd,candidate_country
V0480,Maple & Main Retail,Customer Support Rep,Marketing & Sales,R12,2026-01-23,2026-03-12,Filled,LinkedIn,1490,Brazil
V0481,Grandview Hospitality,Accountant,Finance & Ops,R11,2026-04-17,,Open,LinkedIn,,
V0482,Peak Staffing Co,Social Media Manager,Marketing & Sales,R08,2026-02-06,,Cancelled,Internal Database,,
V0483,Sterling Property Mgmt,Social Media Manager,Marketing & Sales,R08,2026-04-07,,Open,LinkedIn,,
V0484,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R08,2025-11-08,,Open,LinkedIn,,
V0485,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R05,2026-02-13,2026-02-25,Filled,Job Board,1710,Argentina
V0486,Beacon Marketing,QA Engineer,Tech,R02,2025-10-21,,Open,Job Board,,
V0487,Harbor Dental Partners,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-02,,Open,Referral,,
V0488,Vertex Home Services,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-21,2026-02-15,Filled,Job Board,1440,Mexico
V0489,Everline Solar,Bookkeeper,Finance & Ops,R06,2026-04-03,2026-06-14,Filled,Internal Database,1750,Peru
V0490,Maple & Main Retail,Data Analyst,Tech,R03,2025-11-28,2026-01-10,Filled,Internal Database,2530,Colombia
V0491,Everline Solar,Accountant,Finance & Ops,R11,2025-11-28,2025-12-13,Filled,LinkedIn,2180,Peru
V0492,Copperfield Law,SDR / Appointment Setter,Marketing & Sales,R12,2026-05-17,2026-06-22,Filled,LinkedIn,1740,Argentina
V0493,Maple & Main Retail,Full-Stack Developer,Tech,R01,2025-12-25,,Cancelled,Referral,,
V0494,Brightline Health,Full-Stack Developer,Tech,R10,2026-01-14,,Cancelled,Referral,,
V0495,Nova Legal Group,Bookkeeper,Finance & Ops,R04,2025-10-20,2025-12-03,Filled,Referral,1410,Peru
V0496,Brightline Health,IT Support Specialist,Tech,R10,2026-02-10,2026-04-18,Filled,Referral,1780,Argentina
V0497,Redwood Media,Full-Stack Developer,Tech,R01,2025-10-04,,Cancelled,Internal Database,,
V0498,Atlas E-commerce,Full-Stack Developer,Tech,R03,2026-02-26,2026-05-05,Filled,Job Board,2710,Venezuela
V0499,Grandview Hospitality,Data Analyst,Tech,R02,2026-05-31,,Cancelled,LinkedIn,,
V0500,Brightline Health,Customer Support Rep,Marketing & Sales,R09,2025-12-13,,Cancelled,Referral,,
V0501,Grandview Hospitality,SDR / Appointment Setter,Marketing & Sales,R07,2025-12-12,2026-02-12,Filled,Internal Database,1540,Peru
V0502,Harbor Dental Partners,Executive Assistant,Finance & Ops,R06,2026-01-16,2026-02-15,Filled,LinkedIn,1740,Mexico
V0503,Everline Solar,Executive Assistant,Finance & Ops,R04,2026-01-08,2026-01-26,Filled,Internal Database,1680,Philippines
V0504,Solstice Wellness,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-25,2026-06-18,Filled,Referral,1240,Mexico
V0505,Riverbend Clinics,Bookkeeper,Finance & Ops,R05,2026-04-01,,Cancelled,LinkedIn,,
V0506,TrueNorth SaaS,IT Support Specialist,Tech,R10,2026-03-12,2026-05-02,Filled,LinkedIn,1770,Brazil
V0507,Peak Staffing Co,Marketing Specialist,Marketing & Sales,R09,2026-04-05,,Open,Job Board,,
V0508,Beacon Marketing,Social Media Manager,Marketing & Sales,R09,2026-05-12,,Open,Referral,,
V0509,Lakeside Insurance,Bookkeeper,Finance & Ops,R11,2026-03-06,2026-03-28,Filled,Internal Database,1410,Philippines
V0510,Brightline Health,QA Engineer,Tech,R03,2026-01-09,,Cancelled,Job Board,,
V0511,Grandview Hospitality,Customer Support Rep,Marketing & Sales,R12,2025-10-16,,Cancelled,LinkedIn,,
V0512,BlueOak Financial,SDR / Appointment Setter,Marketing & Sales,R08,2026-05-30,,Cancelled,Referral,,
V0513,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R12,2025-11-16,2025-12-28,Filled,Job Board,1210,Philippines
V0514,Solstice Wellness,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-11,2026-01-10,Filled,Referral,1540,Brazil
V0515,Redwood Media,Bookkeeper,Finance & Ops,R05,2025-10-21,,Cancelled,LinkedIn,,
V0516,Falcon Freight,Customer Support Rep,Marketing & Sales,R09,2026-01-14,2026-01-31,Filled,LinkedIn,1560,Colombia
V0517,Atlas E-commerce,Social Media Manager,Marketing & Sales,R09,2026-06-24,,Open,Job Board,,
V0518,Redwood Media,Bookkeeper,Finance & Ops,R06,2025-11-09,2026-01-11,Filled,Referral,1840,Argentina
V0519,BlueOak Financial,Project Manager,Finance & Ops,R05,2025-10-04,2025-11-20,Filled,LinkedIn,2210,Mexico
V0520,Maple & Main Retail,Bookkeeper,Finance & Ops,R05,2025-11-30,2025-12-26,Filled,Referral,1500,Venezuela
V0521,Falcon Freight,IT Support Specialist,Tech,R10,2025-12-22,2026-01-23,Filled,Referral,1430,Mexico
V0522,TrueNorth SaaS,Marketing Specialist,Marketing & Sales,R07,2025-12-15,2026-02-16,Filled,Job Board,2150,Peru
V0523,Beacon Marketing,Social Media Manager,Marketing & Sales,R07,2026-02-23,2026-05-06,Filled,LinkedIn,1660,Philippines
V0524,Solstice Wellness,Accountant,Finance & Ops,R05,2025-12-13,,Cancelled,Job Board,,
V0525,Copperfield Law,Project Manager,Finance & Ops,R05,2025-11-05,2025-11-19,Filled,Internal Database,2120,Mexico
V0526,Grandview Hospitality,SDR / Appointment Setter,Marketing & Sales,R08,2026-05-03,2026-05-19,Filled,Referral,1310,Philippines
V0527,Everline Solar,Full-Stack Developer,Tech,R10,2025-11-17,,Cancelled,Job Board,,
V0528,Peak Staffing Co,Accountant,Finance & Ops,R11,2026-06-25,,Cancelled,Internal Database,,
V0529,BlueOak Financial,Project Manager,Finance & Ops,R06,2026-04-14,2026-05-08,Filled,LinkedIn,2670,Venezuela
V0530,Brightline Health,IT Support Specialist,Tech,R03,2025-11-12,2025-12-26,Filled,Job Board,1730,Mexico
V0531,Quantum IT Services,Data Analyst,Tech,R01,2026-06-25,,Cancelled,Job Board,,
V0532,Grandview Hospitality,Accountant,Finance & Ops,R04,2026-04-04,2026-05-18,Filled,Referral,2120,Argentina
V0533,Harbor Dental Partners,Bookkeeper,Finance & Ops,R11,2026-02-19,,Cancelled,LinkedIn,,
V0534,Solstice Wellness,SDR / Appointment Setter,Marketing & Sales,R09,2026-06-05,,Open,LinkedIn,,
V0535,Vertex Home Services,Customer Support Rep,Marketing & Sales,R08,2025-11-30,2026-01-01,Filled,Referral,1450,Colombia
V0536,BlueOak Financial,Bookkeeper,Finance & Ops,R05,2025-10-27,2025-11-19,Filled,Referral,1680,Philippines
V0537,Summit Logistics,Marketing Specialist,Marketing & Sales,R07,2026-05-11,2026-06-02,Filled,Job Board,1660,Peru
V0538,Falcon Freight,Accountant,Finance & Ops,R06,2026-06-24,,Cancelled,Referral,,
V0539,Harbor Dental Partners,Data Analyst,Tech,R03,2026-01-12,2026-02-22,Filled,Job Board,2450,Peru
V0540,Everline Solar,Bookkeeper,Finance & Ops,R04,2026-01-31,,Open,Referral,,
V0541,Grandview Hospitality,Customer Support Rep,Marketing & Sales,R12,2026-04-21,2026-05-11,Filled,LinkedIn,1360,Colombia
V0542,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-28,,Open,Internal Database,,
V0543,Ironwood Construction,Marketing Specialist,Marketing & Sales,R09,2025-10-03,2025-10-24,Filled,LinkedIn,1850,Peru
V0544,Quantum IT Services,Full-Stack Developer,Tech,R03,2026-06-20,,Open,Referral,,
V0545,Maple & Main Retail,Accountant,Finance & Ops,R05,2026-06-05,,Cancelled,Referral,,
V0546,Quantum IT Services,Marketing Specialist,Marketing & Sales,R12,2025-10-15,2025-11-24,Filled,LinkedIn,1550,Brazil
V0547,Ironwood Construction,Bookkeeper,Finance & Ops,R06,2026-04-30,2026-06-14,Filled,LinkedIn,1310,Mexico
V0548,Vertex Home Services,Customer Support Rep,Marketing & Sales,R07,2026-03-25,2026-05-16,Filled,Internal Database,1190,Argentina
V0549,Lakeside Insurance,Executive Assistant,Finance & Ops,R05,2026-01-02,2026-02-13,Filled,LinkedIn,1320,Philippines
V0550,Maple & Main Retail,IT Support Specialist,Tech,R03,2026-02-05,2026-02-27,Filled,Referral,1460,Brazil
V0551,Harbor Dental Partners,Data Analyst,Tech,R10,2025-10-22,2025-12-08,Filled,Internal Database,2120,Venezuela
V0552,Pinnacle Auto Group,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-21,2026-03-11,Filled,Referral,1550,Peru
V0553,Cascade Realty,SDR / Appointment Setter,Marketing & Sales,R09,2025-10-17,2025-11-20,Filled,Job Board,1610,Venezuela
V0554,Redwood Media,Project Manager,Finance & Ops,R04,2026-03-11,2026-04-04,Filled,Job Board,2190,Argentina
V0555,Harbor Dental Partners,Executive Assistant,Finance & Ops,R06,2026-01-04,2026-02-28,Filled,Referral,1480,Argentina
V0556,Harbor Dental Partners,IT Support Specialist,Tech,R03,2026-05-03,,Cancelled,Referral,,
V0557,Atlas E-commerce,Marketing Specialist,Marketing & Sales,R07,2026-01-26,,Cancelled,LinkedIn,,
V0558,BlueOak Financial,Social Media Manager,Marketing & Sales,R12,2025-12-16,,Open,Internal Database,,
V0559,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R09,2026-06-22,,Open,LinkedIn,,
V0560,Sterling Property Mgmt,QA Engineer,Tech,R02,2025-10-31,,Open,Job Board,,
V0561,Brightline Health,Executive Assistant,Finance & Ops,R06,2026-04-03,2026-05-17,Filled,Referral,1760,Argentina
V0562,Maple & Main Retail,Bookkeeper,Finance & Ops,R05,2026-01-10,,Open,Referral,,
V0563,Harbor Dental Partners,Social Media Manager,Marketing & Sales,R07,2026-05-17,2026-06-16,Filled,Job Board,1470,Philippines
V0564,ClearPath Accounting,Bookkeeper,Finance & Ops,R11,2026-05-04,,Open,LinkedIn,,
V0565,Redwood Media,Bookkeeper,Finance & Ops,R06,2026-02-27,2026-05-06,Filled,Job Board,1540,Philippines
V0566,Peak Staffing Co,SDR / Appointment Setter,Marketing & Sales,R12,2026-05-19,2026-06-16,Filled,Job Board,1710,Brazil
V0567,Grandview Hospitality,Social Media Manager,Marketing & Sales,R08,2025-11-10,2025-11-30,Filled,LinkedIn,1360,Venezuela
V0568,Falcon Freight,Accountant,Finance & Ops,R04,2026-06-26,,Cancelled,Internal Database,,
V0569,Copperfield Law,Accountant,Finance & Ops,R05,2026-03-08,2026-04-05,Filled,Job Board,1830,Mexico
V0570,Sterling Property Mgmt,Data Analyst,Tech,R03,2025-10-18,,Open,Internal Database,,
V0571,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-17,2026-03-23,Filled,Referral,1770,Peru
V0572,Nova Legal Group,Social Media Manager,Marketing & Sales,R09,2026-05-11,,Open,Referral,,
V0573,Ironwood Construction,Bookkeeper,Finance & Ops,R06,2026-04-30,2026-05-29,Filled,Referral,1310,Argentina
V0574,Riverbend Clinics,Data Analyst,Tech,R10,2026-06-09,,Cancelled,LinkedIn,,
V0575,Harbor Dental Partners,Data Analyst,Tech,R02,2026-04-10,2026-06-11,Filled,Job Board,2290,Mexico
V0576,Everline Solar,Customer Support Rep,Marketing & Sales,R12,2026-04-18,2026-05-30,Filled,Job Board,1140,Peru
V0577,Pinnacle Auto Group,Marketing Specialist,Marketing & Sales,R09,2026-02-17,,Cancelled,LinkedIn,,
V0578,Quantum IT Services,Full-Stack Developer,Tech,R02,2026-01-02,2026-03-12,Filled,Job Board,3100,Argentina
V0579,Cascade Realty,IT Support Specialist,Tech,R01,2026-03-14,2026-03-28,Filled,LinkedIn,1980,Mexico
V0580,Vertex Home Services,QA Engineer,Tech,R01,2026-05-13,,Cancelled,LinkedIn,,
V0581,Nova Legal Group,Executive Assistant,Finance & Ops,R06,2026-06-13,,Cancelled,Job Board,,
V0582,Harbor Dental Partners,QA Engineer,Tech,R03,2025-10-29,,Open,LinkedIn,,
V0583,Everline Solar,Executive Assistant,Finance & Ops,R04,2026-04-14,2026-05-27,Filled,Internal Database,1660,Venezuela
V0584,Atlas E-commerce,IT Support Specialist,Tech,R02,2025-10-18,2025-11-25,Filled,Job Board,1860,Venezuela
V0585,Lakeside Insurance,Executive Assistant,Finance & Ops,R05,2026-03-15,,Cancelled,Referral,,
V0586,Cascade Realty,Executive Assistant,Finance & Ops,R06,2026-01-10,,Open,LinkedIn,,
V0587,Peak Staffing Co,Accountant,Finance & Ops,R04,2026-03-16,2026-04-12,Filled,LinkedIn,1820,Venezuela
V0588,Nova Legal Group,Data Analyst,Tech,R02,2026-06-01,2026-07-03,Filled,Job Board,1960,Venezuela
V0589,Beacon Marketing,Bookkeeper,Finance & Ops,R04,2025-10-31,2025-11-25,Filled,LinkedIn,1390,Mexico
V0590,Redwood Media,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-27,,Cancelled,Job Board,,
V0591,Vertex Home Services,Executive Assistant,Finance & Ops,R11,2025-10-21,,Cancelled,Referral,,
V0592,Nova Legal Group,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-28,,Cancelled,Referral,,
V0593,Harbor Dental Partners,Project Manager,Finance & Ops,R06,2026-03-01,2026-04-30,Filled,Internal Database,2410,Brazil
V0594,Copperfield Law,Marketing Specialist,Marketing & Sales,R08,2026-04-05,2026-06-05,Filled,Job Board,1540,Mexico
V0595,Copperfield Law,SDR / Appointment Setter,Marketing & Sales,R09,2025-12-18,2026-01-13,Filled,Job Board,1580,Colombia
V0596,Vertex Home Services,Data Analyst,Tech,R02,2025-12-06,,Open,LinkedIn,,
V0597,Redwood Media,Marketing Specialist,Marketing & Sales,R12,2026-04-17,2026-05-31,Filled,LinkedIn,1990,Colombia
V0598,Nova Legal Group,Social Media Manager,Marketing & Sales,R07,2025-11-06,,Open,Referral,,
V0599,Redwood Media,Customer Support Rep,Marketing & Sales,R09,2025-11-01,2026-01-05,Filled,Job Board,1570,Philippines
V0600,Vertex Home Services,Data Analyst,Tech,R01,2026-02-14,,Cancelled,Internal Database,,
V0601,Falcon Freight,Full-Stack Developer,Tech,R02,2025-11-21,2026-01-03,Filled,Internal Database,2610,Peru
V0602,Quantum IT Services,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-01,,Cancelled,Job Board,,
V0603,Riverbend Clinics,Full-Stack Developer,Tech,R02,2025-12-25,2026-01-26,Filled,Referral,2960,Peru
V0604,Solstice Wellness,Bookkeeper,Finance & Ops,R06,2026-03-11,,Open,LinkedIn,,
V0605,Redwood Media,IT Support Specialist,Tech,R10,2026-01-18,,Cancelled,Internal Database,,
V0606,Copperfield Law,Project Manager,Finance & Ops,R04,2026-04-22,,Cancelled,LinkedIn,,
V0607,Brightline Health,Executive Assistant,Finance & Ops,R06,2025-10-04,,Open,Job Board,,
V0608,Lakeside Insurance,Social Media Manager,Marketing & Sales,R08,2026-02-19,2026-03-22,Filled,LinkedIn,1580,Mexico
V0609,Vertex Home Services,Marketing Specialist,Marketing & Sales,R08,2026-02-05,2026-04-09,Filled,Job Board,1710,Peru
V0610,Falcon Freight,Social Media Manager,Marketing & Sales,R12,2026-03-16,2026-04-09,Filled,LinkedIn,1800,Peru
V0611,Redwood Media,Social Media Manager,Marketing & Sales,R07,2026-04-14,,Open,Internal Database,,
V0612,Falcon Freight,Accountant,Finance & Ops,R04,2026-05-02,,Open,Job Board,,
V0613,Copperfield Law,Accountant,Finance & Ops,R06,2025-10-28,2025-11-28,Filled,Job Board,1860,Argentina
V0614,Peak Staffing Co,QA Engineer,Tech,R10,2025-10-26,,Open,Referral,,
V0615,Atlas E-commerce,Accountant,Finance & Ops,R05,2025-12-15,2026-01-02,Filled,LinkedIn,1980,Peru
V0616,Beacon Marketing,Accountant,Finance & Ops,R11,2026-06-14,,Open,Referral,,
V0617,Nova Legal Group,Project Manager,Finance & Ops,R05,2026-04-21,2026-06-03,Filled,LinkedIn,2900,Mexico
V0618,Vertex Home Services,Accountant,Finance & Ops,R04,2026-03-15,2026-05-12,Filled,LinkedIn,1930,Argentina
V0619,BlueOak Financial,Marketing Specialist,Marketing & Sales,R09,2025-10-13,2025-12-20,Filled,Referral,1740,Peru
V0620,Solstice Wellness,IT Support Specialist,Tech,R03,2026-01-11,2026-02-02,Filled,LinkedIn,1840,Colombia
V0621,Sterling Property Mgmt,Marketing Specialist,Marketing & Sales,R09,2025-12-15,2026-01-10,Filled,Referral,1990,Argentina
V0622,Beacon Marketing,Bookkeeper,Finance & Ops,R05,2026-01-16,2026-03-02,Filled,Job Board,1610,Peru
V0623,Harbor Dental Partners,QA Engineer,Tech,R10,2025-10-10,2025-10-27,Filled,LinkedIn,2330,Argentina
V0624,Maple & Main Retail,IT Support Specialist,Tech,R01,2026-02-16,2026-03-08,Filled,LinkedIn,1970,Venezuela
V0625,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R07,2026-04-03,2026-06-03,Filled,Referral,1530,Mexico
V0626,Vertex Home Services,Social Media Manager,Marketing & Sales,R09,2025-11-20,2025-12-13,Filled,Referral,1660,Mexico
V0627,Atlas E-commerce,Project Manager,Finance & Ops,R04,2025-10-12,2025-12-05,Filled,Job Board,2480,Venezuela
V0628,Summit Logistics,Data Analyst,Tech,R03,2026-03-27,2026-05-13,Filled,Job Board,2110,Philippines
V0629,BlueOak Financial,Accountant,Finance & Ops,R06,2025-10-16,2025-12-17,Filled,LinkedIn,1870,Brazil
V0630,Ironwood Construction,Accountant,Finance & Ops,R05,2026-06-24,,Cancelled,Internal Database,,
V0631,BlueOak Financial,Bookkeeper,Finance & Ops,R05,2026-05-18,2026-06-24,Filled,LinkedIn,1380,Philippines
V0632,Falcon Freight,Social Media Manager,Marketing & Sales,R08,2026-06-26,,Cancelled,Internal Database,,
V0633,ClearPath Accounting,QA Engineer,Tech,R01,2026-03-12,2026-04-08,Filled,Job Board,2560,Mexico
V0634,Ironwood Construction,QA Engineer,Tech,R03,2025-10-16,,Open,Referral,,
V0635,Brightline Health,Customer Support Rep,Marketing & Sales,R08,2026-02-18,,Open,Job Board,,
V0636,Nova Legal Group,Marketing Specialist,Marketing & Sales,R08,2026-02-14,2026-03-01,Filled,Job Board,1660,Argentina
V0637,Beacon Marketing,Project Manager,Finance & Ops,R11,2025-12-08,,Cancelled,Referral,,
V0638,Pinnacle Auto Group,QA Engineer,Tech,R02,2026-01-07,2026-01-20,Filled,LinkedIn,2410,Argentina
V0639,Riverbend Clinics,Customer Support Rep,Marketing & Sales,R08,2026-01-12,2026-03-21,Filled,Referral,1560,Philippines
V0640,Solstice Wellness,Bookkeeper,Finance & Ops,R05,2026-05-23,,Cancelled,LinkedIn,,
V0641,Peak Staffing Co,Marketing Specialist,Marketing & Sales,R07,2026-06-26,,Cancelled,Referral,,
V0642,Ironwood Construction,Accountant,Finance & Ops,R11,2025-10-21,2025-11-08,Filled,Referral,2100,Mexico
V0643,Copperfield Law,Executive Assistant,Finance & Ops,R11,2026-02-24,2026-03-14,Filled,Internal Database,1380,Brazil
V0644,Atlas E-commerce,Project Manager,Finance & Ops,R04,2026-05-20,,Cancelled,Referral,,
V0645,Nova Legal Group,Project Manager,Finance & Ops,R05,2025-10-13,2025-11-19,Filled,LinkedIn,2810,Venezuela
V0646,Copperfield Law,Social Media Manager,Marketing & Sales,R07,2025-12-23,2026-02-19,Filled,Job Board,1720,Colombia
V0647,ClearPath Accounting,Social Media Manager,Marketing & Sales,R08,2026-06-19,,Cancelled,Referral,,
V0648,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R08,2025-12-16,,Open,LinkedIn,,
V0649,Vertex Home Services,Social Media Manager,Marketing & Sales,R09,2026-05-17,,Cancelled,LinkedIn,,
V0650,Beacon Marketing,Executive Assistant,Finance & Ops,R11,2025-10-07,2025-10-19,Filled,LinkedIn,1500,Peru
V0651,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R12,2026-06-01,2026-06-13,Filled,LinkedIn,1560,Mexico
V0652,BlueOak Financial,Customer Support Rep,Marketing & Sales,R07,2026-01-15,2026-03-12,Filled,Internal Database,1130,Colombia
V0653,Harbor Dental Partners,Customer Support Rep,Marketing & Sales,R09,2026-03-02,,Open,LinkedIn,,
V0654,Nova Legal Group,Executive Assistant,Finance & Ops,R11,2025-12-30,,Cancelled,Job Board,,
V0655,Ironwood Construction,Bookkeeper,Finance & Ops,R11,2026-04-07,,Open,Referral,,
V0656,Summit Logistics,Full-Stack Developer,Tech,R03,2026-02-18,2026-03-28,Filled,LinkedIn,2980,Peru
V0657,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R07,2026-06-28,,Cancelled,Job Board,,
V0658,Copperfield Law,Bookkeeper,Finance & Ops,R06,2026-02-10,,Open,Job Board,,
V0659,Vertex Home Services,Project Manager,Finance & Ops,R05,2026-06-10,,Open,LinkedIn,,
V0660,Pinnacle Auto Group,Data Analyst,Tech,R01,2026-05-27,,Cancelled,LinkedIn,,
V0661,Nova Legal Group,Bookkeeper,Finance & Ops,R04,2026-01-17,,Cancelled,LinkedIn,,
V0662,TrueNorth SaaS,SDR / Appointment Setter,Marketing & Sales,R07,2026-03-15,2026-05-16,Filled,Job Board,1400,Brazil
V0663,Summit Logistics,Data Analyst,Tech,R02,2025-12-29,2026-03-12,Filled,Job Board,2140,Venezuela
V0664,Sterling Property Mgmt,Project Manager,Finance & Ops,R11,2025-12-19,,Open,Job Board,,
V0665,TrueNorth SaaS,Accountant,Finance & Ops,R06,2025-10-29,2025-11-12,Filled,Job Board,2140,Mexico
V0666,Grandview Hospitality,Bookkeeper,Finance & Ops,R05,2025-11-03,2026-01-02,Filled,Job Board,1320,Brazil
V0667,ClearPath Accounting,Marketing Specialist,Marketing & Sales,R08,2026-04-18,2026-06-08,Filled,Job Board,2110,Brazil
V0668,Ironwood Construction,Executive Assistant,Finance & Ops,R04,2026-04-30,,Cancelled,LinkedIn,,
V0669,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R04,2025-12-29,2026-02-04,Filled,Referral,1220,Colombia
V0670,Everline Solar,Project Manager,Finance & Ops,R05,2026-06-14,,Cancelled,LinkedIn,,
V0671,Quantum IT Services,Full-Stack Developer,Tech,R02,2026-06-22,,Cancelled,Internal Database,,
V0672,ClearPath Accounting,Full-Stack Developer,Tech,R03,2025-10-03,,Open,Referral,,
V0673,Vertex Home Services,Data Analyst,Tech,R03,2025-11-22,2025-12-30,Filled,LinkedIn,2430,Argentina
V0674,BlueOak Financial,Executive Assistant,Finance & Ops,R06,2026-06-30,,Open,LinkedIn,,
V0675,BlueOak Financial,Full-Stack Developer,Tech,R01,2025-10-08,2025-11-29,Filled,Internal Database,2790,Argentina
V0676,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R05,2026-02-03,2026-03-30,Filled,LinkedIn,1570,Peru
V0677,Atlas E-commerce,Data Analyst,Tech,R01,2026-05-30,,Cancelled,LinkedIn,,
V0678,Everline Solar,Marketing Specialist,Marketing & Sales,R09,2026-05-17,2026-06-08,Filled,Referral,2070,Philippines
V0679,Peak Staffing Co,QA Engineer,Tech,R10,2025-11-17,2026-01-27,Filled,Internal Database,2050,Venezuela
V0680,ClearPath Accounting,QA Engineer,Tech,R03,2026-02-10,2026-04-05,Filled,Referral,2360,Philippines
V0681,Everline Solar,Data Analyst,Tech,R10,2025-11-03,2025-12-06,Filled,LinkedIn,2240,Argentina
V0682,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R07,2025-12-05,2025-12-30,Filled,Job Board,2000,Argentina
V0683,Grandview Hospitality,Executive Assistant,Finance & Ops,R11,2026-06-30,,Cancelled,LinkedIn,,
V0684,Pinnacle Auto Group,Project Manager,Finance & Ops,R04,2026-04-15,2026-06-21,Filled,Referral,2730,Philippines
V0685,Cascade Realty,Bookkeeper,Finance & Ops,R05,2026-01-29,,Cancelled,Referral,,
V0686,Nova Legal Group,Project Manager,Finance & Ops,R04,2026-03-16,,Open,Referral,,
V0687,BlueOak Financial,Customer Support Rep,Marketing & Sales,R09,2026-04-13,2026-05-06,Filled,Internal Database,1430,Mexico
V0688,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R08,2025-10-01,,Cancelled,Job Board,,
V0689,Pinnacle Auto Group,Project Manager,Finance & Ops,R05,2026-01-09,,Cancelled,Job Board,,
V0690,Ironwood Construction,Bookkeeper,Finance & Ops,R04,2025-11-15,2025-12-13,Filled,LinkedIn,1610,Philippines
V0691,Cascade Realty,SDR / Appointment Setter,Marketing & Sales,R07,2025-10-28,,Cancelled,Internal Database,,
V0692,Quantum IT Services,Data Analyst,Tech,R10,2026-01-29,,Cancelled,Referral,,
V0693,Grandview Hospitality,Accountant,Finance & Ops,R05,2026-05-11,,Cancelled,Referral,,
V0694,Brightline Health,Bookkeeper,Finance & Ops,R05,2026-05-02,2026-05-30,Filled,LinkedIn,1820,Mexico
V0695,Nova Legal Group,Data Analyst,Tech,R10,2025-12-13,,Cancelled,LinkedIn,,
V0696,Grandview Hospitality,Accountant,Finance & Ops,R11,2026-05-22,,Cancelled,Job Board,,
V0697,Solstice Wellness,Accountant,Finance & Ops,R05,2026-03-31,2026-06-14,Filled,LinkedIn,2080,Philippines
V0698,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-15,,Open,Referral,,
V0699,Solstice Wellness,Social Media Manager,Marketing & Sales,R07,2026-04-07,2026-04-29,Filled,Job Board,1880,Mexico
V0700,Beacon Marketing,Executive Assistant,Finance & Ops,R04,2026-05-27,,Cancelled,Job Board,,
V0701,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R09,2025-11-09,2025-11-22,Filled,Referral,1550,Venezuela
V0702,Harbor Dental Partners,Project Manager,Finance & Ops,R11,2026-03-19,2026-05-07,Filled,LinkedIn,2880,Argentina
V0703,Summit Logistics,Marketing Specialist,Marketing & Sales,R09,2026-03-05,2026-04-07,Filled,Job Board,1830,Peru
V0704,Lakeside Insurance,Executive Assistant,Finance & Ops,R06,2025-10-14,2025-11-04,Filled,LinkedIn,1280,Philippines
V0705,Riverbend Clinics,Marketing Specialist,Marketing & Sales,R09,2026-02-21,,Open,LinkedIn,,
V0706,Harbor Dental Partners,Marketing Specialist,Marketing & Sales,R12,2025-12-17,2026-01-28,Filled,Job Board,1620,Venezuela
V0707,Beacon Marketing,Data Analyst,Tech,R01,2026-03-25,,Open,Job Board,,
V0708,Vertex Home Services,Accountant,Finance & Ops,R05,2026-04-15,,Cancelled,Referral,,
V0709,Sterling Property Mgmt,Bookkeeper,Finance & Ops,R06,2025-10-28,,Cancelled,Referral,,
V0710,Lakeside Insurance,Executive Assistant,Finance & Ops,R05,2026-06-01,,Cancelled,LinkedIn,,
V0711,Copperfield Law,Accountant,Finance & Ops,R06,2025-10-07,,Open,Job Board,,
V0712,ClearPath Accounting,Data Analyst,Tech,R03,2025-11-19,,Open,LinkedIn,,
V0713,Maple & Main Retail,Full-Stack Developer,Tech,R10,2026-02-08,2026-03-22,Filled,Referral,3140,Brazil
V0714,Grandview Hospitality,IT Support Specialist,Tech,R03,2026-06-24,,Cancelled,LinkedIn,,
V0715,Peak Staffing Co,Data Analyst,Tech,R01,2025-11-04,2026-01-12,Filled,Job Board,2270,Argentina
V0716,Falcon Freight,Executive Assistant,Finance & Ops,R04,2026-01-07,2026-02-15,Filled,LinkedIn,1260,Peru
V0717,Quantum IT Services,Full-Stack Developer,Tech,R02,2025-11-14,2025-12-19,Filled,LinkedIn,3240,Colombia
V0718,Everline Solar,Executive Assistant,Finance & Ops,R04,2026-05-28,,Cancelled,Referral,,
