vacancy_id,client_name,role_title,department,recruiter_id,opened_date,filled_date,status,source_channel,monthly_fee_usd,candidate_country
V0817,Sterling Property Mgmt,Marketing Specialist,Marketing & Sales,R07,2025-11-19,,Cancelled,LinkedIn,,
V0388,Redwood Media,Social Media Manager,Marketing & Sales,R07,2025-12-12,,Open,Job Board,,
V0884,Pinnacle Auto Group,Executive Assistant,Finance & Ops,R04,2025-10-25,,Open,LinkedIn,,
V0121,RIVERBEND CLINICS,Customer Support Rep,Marketing & Sales,R12,2025-10-26,,Open,Job Board,,
V0502,Harbor Dental Partners,Executive Assistant,Finance & Ops,R06,2026-01-16,2026-02-15,Filled,LinkedIn,1740,Mexico
V0434,Vertex Home Services,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-01,2026-01-01,Filled,LinkedIn,1450,Mexico
V0039,Solstice Wellness,Executive Assistant,Finance & Ops,R04,2025-10-23,2025-12-07,Filled,Referral,1280,Mexico
V0590,Redwood Media,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-27,,Cancelled,Job Board,,
V0130,Redwood Media,Project Manager,Finance & Ops,R04,2025-11-29,2026-01-29,Filled,Job Board,2480,Venezuela
V0243,Atlas E-commerce,SDR / Appointment Setter,Marketing & Sales,R08,2025-10-20,2025-11-05,Filled,Job Board,1700,Philippines
V0378,Nova Legal Group,Data Analyst,Tech,R03,2026-02-03,2026-04-17,Filled,LinkedIn,2520,Colombia
V0382,CASCADE REALTY,Project Manager,Finance & Ops,R06,2026-06-29,,Cancelled,LinkedIn,,
V0034,Nova Legal Group,Full-Stack Developer,Tech,R10,2025-10-05,,Cancelled,Referral,,
V0637,Beacon Marketing,Project Manager,Finance & Ops,R11,2025-12-08,,Cancelled,Referral,,
V0338,Pinnacle Auto Group,QA Engineer,Tech,R10,2025-10-27,,Cancelled,Job Board,,
V0048,atlas e-commerce,Marketing Specialist,Marketing & Sales,R09,2026-05-11,,Cancelled,Internal Database,,
V0635,Brightline Health,Customer Support Rep,Marketing & Sales,R08,2026-02-18,,Open,Job Board,,
V0460,Falcon Freight,Project Manager,Finance & Ops,R11,2026-03-27,2026-04-14,Filled,Internal Database,2740,Colombia
V0853,Sterling Property Mgmt,IT Support Specialist,Tech,R02,2026-06-22,,Open,Referral,,
V0478,Ironwood Construction,Accountant,Finance & Ops,R04,12/14/2025,,Cancelled,Job Board,,
V0384,Brightline Health,QA Engineer,Tech,R02,2025-12-30,2026-02-25,Filled,Job Board,2440,Peru
V0564,ClearPath Accounting,Bookkeeper,Finance & Ops,R11,2026-05-04,,Open,LinkedIn,,
V0409,Falcon Freight,  QA Engineer ,Tech,R10,2025-10-22,2025-11-28,Filled,LinkedIn,2350,Philippines
V0234,Everline Solar,Accountant,Finance & Ops,R05,2026-03-10,2026-05-06,Filled,Internal Database,2030,Brazil
V0556,Harbor Dental Partners,IT Support Specialist,Tech,R03,2026-05-03,,Cancelled,Referral,,
V0136,BlueOak Financial,QA Engineer,Tech,R03,2025-12-06,,Open,LinkedIn,,
V0824,Ironwood Construction,IT Support Specialist,Tech,R02,2026-02-04,,Cancelled,LinkedIn,,
V0715,Peak Staffing Co,Data Analyst,Tech,R01,2025-11-04,2026-01-12,Filled,Job Board,2270,Argentina
V0349,Atlas E-commerce,Marketing Specialist,Marketing & Sales,R07,11/04/2025,2025-11-23,Filled,Referral,1530,Philippines
V0273,Atlas E-commerce,Social Media Manager,Marketing & Sales,R12,2025-11-30,,Open,Internal Database,,
V0321,Maple & Main Retail,Bookkeeper,Finance & Ops,R11,2025-10-05,2025-12-19,Filled,Referral,1790,Venezuela
V0010,Solstice Wellness,Customer Support Rep,Marketing & Sales,R08,2026-05-23,,Cancelled,Referral,,
V0322,SUMMIT LOGISTICS,Social Media Manager,Marketing & Sales,R12,2026-05-16,2026-06-25,Filled,LinkedIn,1640,Argentina
V0026,Grandview Hospitality,Project Manager,Finance & Ops,R11,2025-12-11,2026-01-01,Filled,LinkedIn,2420,Venezuela
V0551,Harbor Dental Partners,Data Analyst,Tech,R10,2025-10-22,2025-12-08,Filled,Internal Database,2120,Venezuela
V0463,Beacon Marketing,Marketing Specialist,Marketing & Sales,R07,2026-05-18,,Open,Job Board,,
V0386,Beacon Marketing,Project Manager,Finance & Ops,R04,10/20/2025,2025-11-03,Filled,LinkedIn,2540,Peru
V0673,Vertex Home Services,Data Analyst,Tech,R03,2025-11-22,2025-12-30,Filled,LinkedIn,2430,Argentina
V0370,Maple & Main Retail,IT Support Specialist,Tech,R03,2026-05-20,2026-06-12,Filled,LinkedIn,1910,Mexico
V0137,CASCADE REALTY,IT Support Specialist,Tech,R01,2026-03-15,2026-05-19,Filled,Job Board,1430,Peru
V0632,Falcon Freight,Social Media Manager,Marketing & Sales,R08,2026-06-26,,Cancelled,Internal Database,,
V0032,Vertex Home Services,Marketing Specialist,Marketing & Sales,R07,2025-10-21,2025-12-12,Filled,Job Board,1910,Argentina
V0088,Peak Staffing Co,Marketing Specialist,Marketing & Sales,,2025-10-28,2025-12-17,Filled,LinkedIn,1890,Colombia
V0594,Copperfield Law,Marketing Specialist,Marketing & Sales,R08,2026-04-05,2026-06-05,Filled,Job Board,1540,Mexico
V0017,Peak Staffing Co,Data Analyst,Tech,R03,2025-11-27,,Open,LinkedIn,,
V0739,Copperfield Law,Executive Assistant,Finance & Ops,R11,2026-05-02,,Cancelled,Referral,,
V0814,COPPERFIELD LAW,Executive Assistant,Finance & Ops,R11,2026-02-17,2026-04-21,Filled,LinkedIn,1600,Venezuela
V0609,Vertex Home Services,Marketing Specialist,Marketing & Sales,R08,2026-02-05,2026-04-09,Filled,Job Board,1710,Peru
V0440,Solstice Wellness,Marketing Specialist,Marketing & Sales,R08,2026-03-06,2026-04-24,Filled,Referral,1530,Venezuela
V0633,ClearPath Accounting,  QA Engineer ,Tech,R01,2026-03-12,2026-04-08,Filled,Job Board,2560,Mexico
V0149,Redwood Media,Marketing Specialist,Marketing & Sales,R09,2025-10-14,2025-12-04,Filled,LinkedIn,1690,Argentina
V0291,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R07,2025-12-11,2025-12-29,Filled,LinkedIn,1880,Colombia
V0778,Brightline Health,Social Media Manager,Marketing & Sales,R07,2026-06-03,,Cancelled,Referral,,
V0600,vertex home services,Data Analyst,Tech,R01,2026-02-14,,Cancelled,Internal Database,,
V0899,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R08,2026-05-28,,Open,Job Board,,
V0399,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R12,2025-12-24,2026-01-31,Filled,Job Board,1150,Mexico
V0714,Grandview Hospitality,IT Support Specialist,Tech,R03,2026-06-24,,Cancelled,LinkedIn,,
V0580,vertex home services,  QA Engineer ,Tech,R01,2026-05-13,,Cancelled,LinkedIn,,
V0239,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R09,2026-02-16,2026-03-30,Filled,Job Board,1570,Mexico
V0312,ClearPath Accounting,Full-Stack Developer,Tech,R10,2026-05-13,2026-06-08,Filled,Job Board,2730,Colombia
V0307,CASCADE REALTY,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-03,,Open,Job Board,,
V0024,Sterling Property Mgmt,Accountant,Finance & Ops,,2026-01-06,2026-03-13,Filled,Internal Database,1940,Venezuela
V0404,Everline Solar,  Project Manager ,Finance & Ops,R06,2026-05-27,2026-06-15,Filled,Job Board,2240,Mexico
V0043,Pinnacle Auto Group,IT Support Specialist,Tech,R02,2025-12-23,,Open,Job Board,,
V0410,Nova Legal Group,Marketing Specialist,Marketing & Sales,R09,2026-02-10,,Open,Referral,,
V0148,PINNACLE AUTO GROUP,Full-Stack Developer,Tech,,2026-03-29,2026-05-08,Filled,Job Board,2710,Philippines
V0656,Summit Logistics,Full-Stack Developer,Tech,R03,2026-02-18,2026-03-28,Filled,LinkedIn,2980,Peru
V0642,Ironwood Construction,Accountant,Finance & Ops,R11,2025-10-21,2025-11-08,Filled,Referral,2100,Mexico
V0094,Atlas E-commerce,QA Engineer,Tech,R03,2026-03-07,2026-04-26,Filled,Internal Database,$2170 USD,Brazil
V0006,Redwood Media,Full-Stack Developer,Tech,R01,2026-01-28,2026-03-27,Filled,LinkedIn,2900,Mexico
V0517,Atlas E-commerce,Social Media Manager,Marketing & Sales,R09,2026-06-24,,Open,Job Board,,
V0760,Solstice Wellness,Accountant,Finance & Ops,R05,2026-02-16,,Open,Internal Database,,
V0206,BlueOak Financial,Social Media Manager,Marketing & Sales,R09,2025-12-29,2026-02-04,Filled,LinkedIn,1370,Philippines
V0515,Redwood Media,Bookkeeper,Finance & Ops,R05,2025-10-21,,Cancelled,LinkedIn,,
V0655,IRONWOOD CONSTRUCTION,Bookkeeper,Finance & Ops,R11,2026-04-07,,Open,Referral,,
V0836,cascade realty,Executive Assistant,Finance & Ops,R05,2026-02-24,2026-04-28,Filled,LinkedIn,1560,Mexico
V0646,copperfield law,Social Media Manager,Marketing & Sales,R07,2025-12-23,2026-02-19,Filled,Job Board,1720,Colombia
V0579,Cascade Realty,IT Support Specialist,Tech,R01,2026-03-14,2026-03-28,Filled,LinkedIn,1980,Mexico
V0344,Peak Staffing Co,Full-Stack Developer,Tech,R03,2026-04-15,,Open,LinkedIn,,
V0871,Harbor Dental Partners,Social Media Manager,Marketing & Sales,R07,2025-12-15,2026-02-01,Filled,Job Board,1420,Mexico
V0653,Harbor Dental Partners,Customer Support Rep,Marketing & Sales,R09,2026-03-02,,Open,LinkedIn,,
V0692,Quantum IT Services,Data Analyst,Tech,R10,2026-01-29,,Cancelled,Referral,,
V0224,Grandview Hospitality,Data Analyst,Tech,R03,2026-01-08,2026-03-18,Filled,LinkedIn,1950,Philippines
V0317,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-10,2026-05-05,Filled,Job Board,1550,Argentina
V0036,BlueOak Financial,Project Manager,Finance & Ops,R04,2026-03-04,,Cancelled,LinkedIn,,
V0251,Riverbend Clinics,Social Media Manager,Marketing & Sales,R07,2026-03-09,,Cancelled,LinkedIn,,
V0332,Everline Solar,Social Media Manager,Marketing & Sales,R12,2026-04-07,,Open,Job Board,,
V0561,brightline health,Executive Assistant,Finance & Ops,R06,2026-04-03,2026-05-17,Filled,Referral,1760,Argentina
V0337,Maple & Main Retail,Executive Assistant,Finance & Ops,R06,2025-12-21,2026-01-12,Filled,Internal Database,1420,Argentina
V0373,Brightline Health,Project Manager,Finance & Ops,R04,02/05/2026,2026-03-06,Filled,LinkedIn,2720,Colombia
V0270,Redwood Media,  QA Engineer ,Tech,R02,2026-04-17,2026-05-09,Filled,LinkedIn,2060,Venezuela
V0004,Nova Legal Group,Bookkeeper,Finance & Ops,R04,2026-02-13,,Cancelled,Referral,,
V0619,BlueOak Financial,Marketing Specialist,Marketing & Sales,R09,2025-10-13,2025-12-20,Filled,Referral,1740,Peru
V0650,Beacon Marketing,  Executive Assistant ,Finance & Ops,R11,10/07/2025,2025-10-19,Filled,LinkedIn,1500,Peru
V0162,Everline Solar,IT Support Specialist,Tech,R02,2025-12-28,,Cancelled,Job Board,,
V0190,Falcon Freight,Customer Support Rep,Marketing & Sales,R09,2025-11-23,2026-01-17,Filled,LinkedIn,1280,Philippines
V0471,Grandview Hospitality,Project Manager,Finance & Ops,R05,2026-06-16,,Open,Internal Database,,
V0047,Lakeside Insurance,Accountant,Finance & Ops,R04,2026-03-19,2026-04-22,Filled,LinkedIn,2380,Peru
V0301,ClearPath Accounting,Accountant,Finance & Ops,R11,2026-03-18,2026-04-16,Filled,Job Board,2250,Argentina
V0249,Lakeside Insurance,IT Support Specialist,Tech,R03,2026-05-17,,Open,Job Board,,
V0289,Quantum IT Services,  Data Analyst ,Tech,R03,2025-12-31,2026-01-30,Filled,Job Board,2050,Philippines
V0597,REDWOOD MEDIA,Marketing Specialist,Marketing & Sales,R12,2026-04-17,2026-05-31,Filled,LinkedIn,1990,Colombia
V0391,Solstice Wellness,QA Engineer,Tech,R03,2026-04-12,,Cancelled,LinkedIn,,
V0833,TrueNorth SaaS,Customer Support Rep,Marketing & Sales,R09,2026-05-28,,Open,Job Board,,
V0057,Summit Logistics,Accountant,Finance & Ops,R05,2026-01-21,,Open,Referral,,
V0168,Redwood Media,QA Engineer,Tech,R02,2025-10-21,,Cancelled,LinkedIn,,
V0698,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-15,,Open,Referral,,
V0262,Maple & Main Retail,IT Support Specialist,Tech,R10,2026-02-04,2026-03-02,Filled,Referral,1570,Colombia
V0073,Quantum IT Services,Accountant,Finance & Ops,R05,04/22/2026,2026-06-04,Filled,Job Board,2150,Colombia
V0849,Beacon Marketing,Customer Support Rep,Marketing & Sales,,2026-04-27,,Cancelled,Job Board,,
V0774,BlueOak Financial,Bookkeeper,Finance & Ops,R05,2026-01-03,2026-02-24,Filled,LinkedIn,1320,Argentina
V0056,Everline Solar,  Marketing Specialist ,Marketing & Sales,R12,2026-01-08,2026-01-20,Filled,Internal Database,1670,Philippines
V0615,Atlas E-commerce,Accountant,Finance & Ops,R05,2025-12-15,2026-01-02,Filled,LinkedIn,1980,Peru
V0415,Beacon Marketing,Executive Assistant,Finance & Ops,R04,2026-04-09,2026-05-30,Filled,Internal Database,1680,Argentina
V0144,Maple & Main Retail,Social Media Manager,Marketing & Sales,R09,2025-11-18,2026-01-16,Filled,Internal Database,1700,Mexico
V0204,Maple & Main Retail,Full-Stack Developer,Tech,R02,2026-05-20,,Open,Internal Database,,
V0351,Atlas E-commerce,Full-Stack Developer,Tech,,2026-06-19,,Open,Referral,,
V0236,Cascade Realty,Social Media Manager,Marketing & Sales,R12,2026-01-15,2026-03-03,Filled,Referral,1510,Argentina
V0221,Vertex Home Services,Project Manager,Finance & Ops,R04,2025-10-12,,Open,Referral,,
V0316,maple & main retail,Full-Stack Developer,Tech,R02,2025-11-22,2025-12-18,Filled,Internal Database,2620,Argentina
V0519,BlueOak Financial,Project Manager,Finance & Ops,R05,2025-10-04,2025-11-20,Filled,LinkedIn,2210,Mexico
V0403,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R11,2025-11-16,2026-01-14,Filled,LinkedIn,1730,Mexico
V0560,Sterling Property Mgmt,QA Engineer,Tech,R02,2025-10-31,,Open,Job Board,,
V0658,Copperfield Law,Bookkeeper,Finance & Ops,R06,2026-02-10,,Open,Job Board,,
V0443,Falcon Freight,SDR / Appointment Setter,Marketing & Sales,R07,2025-12-26,2026-01-11,Filled,LinkedIn,1590,Venezuela
V0763,Summit Logistics,Marketing Specialist,Marketing & Sales,R08,2026-01-16,2026-03-23,Filled,LinkedIn,2130,Argentina
V0888,Brightline Health,Marketing Specialist,Marketing & Sales,R07,2026-02-10,2026-04-13,Filled,LinkedIn,1510,Colombia
V0252,Pinnacle Auto Group,QA Engineer,Tech,R02,2026-06-02,,Cancelled,Job Board,,
V0487,Harbor Dental Partners,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-02,,Open,Referral,,
V0527,Everline Solar,Full-Stack Developer,Tech,R10,2025-11-17,,Cancelled,Job Board,,
V0195,Nova Legal Group,Accountant,Finance & Ops,R05,2026-03-23,2026-05-08,Filled,Job Board,2000,Philippines
V0565,redwood media,Bookkeeper,Finance & Ops,R06,2026-02-27,2026-05-06,Filled,Job Board,1540,Philippines
V0747,Peak Staffing Co,Bookkeeper,Finance & Ops,R04,2026-01-25,2026-03-03,Filled,LinkedIn,1550,Venezuela
V0614,Peak Staffing Co,QA Engineer,Tech,R10,2025-10-26,,Open,Referral,,
V0016,Riverbend Clinics,IT Support Specialist,Tech,R03,2025-12-18,,Cancelled,LinkedIn,,
V0038,Falcon Freight,Executive Assistant,Finance & Ops,R11,2026-06-16,2026-07-04,Filled,Referral,1740,Colombia
V0257,Nova Legal Group,Executive Assistant,Finance & Ops,R11,2025-10-12,2025-11-20,Filled,LinkedIn,1200,Peru
V0683,Grandview Hospitality,Executive Assistant,Finance & Ops,R11,2026-06-30,,Cancelled,LinkedIn,,
V0356,TrueNorth SaaS,Customer Support Rep,Marketing & Sales,R12,11/09/2025,2026-01-23,Filled,LinkedIn,1280,Philippines
V0278,BlueOak Financial,Social Media Manager,Marketing & Sales,R12,2026-06-09,,Cancelled,Job Board,,
V0864,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R09,2026-04-14,,Open,LinkedIn,,
V0513,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R12,2025-11-16,2025-12-28,Filled,Job Board,1210,Philippines
V0457,Beacon Marketing,QA Engineer,Tech,R03,2026-04-13,2026-05-11,Filled,LinkedIn,2490,Venezuela
V0297,grandview hospitality,Full-Stack Developer,Tech,R10,2026-03-16,2026-04-07,Filled,Internal Database,2860,Brazil
V0211,IRONWOOD CONSTRUCTION,Executive Assistant,Finance & Ops,,2025-12-24,2026-02-18,Filled,Job Board,1630,Peru
V0766,Harbor Dental Partners,Project Manager,Finance & Ops,R04,2025-11-14,2025-12-05,Filled,LinkedIn,2160,Colombia
V0313,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R08,2025-12-24,2026-02-16,Filled,Internal Database,1380,Peru
V0320,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R08,12/28/2025,2026-02-18,Filled,Job Board,1280,Philippines
V0207,Nova Legal Group,Project Manager,Finance & Ops,R06,2025-10-14,2025-11-11,Filled,LinkedIn,2330,Peru
V0668,Ironwood Construction,Executive Assistant,Finance & Ops,R04,2026-04-30,,Cancelled,LinkedIn,,
V0052,Vertex Home Services,Accountant,Finance & Ops,R06,2025-12-29,2026-02-17,Filled,Referral,2270,Argentina
V0269,Pinnacle Auto Group,IT Support Specialist,Tech,R02,2026-03-03,,Open,Referral,,
V0815,Cascade Realty,Project Manager,Finance & Ops,R04,2025-11-25,2025-12-24,Filled,Job Board,2450,Colombia
V0113,Solstice Wellness,  Project Manager ,Finance & Ops,R04,2025-10-19,2025-12-06,Filled,LinkedIn,2620,Mexico
V0245,Lakeside Insurance,Customer Support Rep,Marketing & Sales,R12,2026-06-26,,Open,LinkedIn,,
V0816,BlueOak Financial,Full-Stack Developer,Tech,R01,2026-06-13,,Open,LinkedIn,,
V0045,Brightline Health,IT Support Specialist,Tech,R10,2026-01-11,2026-02-21,Filled,Job Board,1890,Mexico
V0818,Summit Logistics,  Customer Support Rep ,Marketing & Sales,R12,2026-06-12,2026-06-26,Filled,Internal Database,1370,Philippines
V0275,Vertex Home Services,Project Manager,Finance & Ops,R04,2026-05-27,,Open,LinkedIn,,
V0428,Riverbend Clinics,Executive Assistant,Finance & Ops,R06,2026-02-11,2026-03-25,Filled,Referral,1510,Colombia
V0567,Grandview Hospitality,Social Media Manager,Marketing & Sales,R08,2025-11-10,2025-11-30,Filled,LinkedIn,1360,Venezuela
V0695,Nova Legal Group,Data Analyst,Tech,R10,2025-12-13,,Cancelled,LinkedIn,,
V0012,Atlas E-commerce,Full-Stack Developer,Tech,R02,2025-12-18,,Open,Referral,,
V0465,redwood media,Marketing Specialist,Marketing & Sales,R08,2026-03-05,,Cancelled,Job Board,,
V0727,Quantum IT Services,Executive Assistant,Finance & Ops,R05,2026-01-12,2026-02-17,Filled,Referral,1780,Argentina
V0271,Nova Legal Group,Social Media Manager,Marketing & Sales,R07,2026-01-06,2026-01-23,Filled,LinkedIn,1700,Philippines
V0069,Peak Staffing Co,  Accountant ,Finance & Ops,R04,2026-02-07,2026-02-25,Filled,Job Board,2200,Argentina
V0228,TrueNorth SaaS,Accountant,Finance & Ops,R06,2026-03-03,2026-05-16,Filled,LinkedIn,2010,Brazil
V0623,Harbor Dental Partners,QA Engineer,Tech,R10,2025-10-10,2025-10-27,Filled,LinkedIn,2330,Argentina
V0086,Beacon Marketing,Social Media Manager,Marketing & Sales,R12,2025-12-04,2026-01-21,Filled,Referral,1310,Venezuela
V0267,Maple & Main Retail,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-29,2026-02-23,Filled,Referral,1230,Brazil
V0091,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R08,2025-11-08,2026-01-19,Filled,LinkedIn,1470,Argentina
V0018,BlueOak Financial,Marketing Specialist,Marketing & Sales,R07,2025-11-10,,Cancelled,Job Board,,
V0276,Ironwood Construction,Accountant,Finance & Ops,R05,2025-10-24,,Cancelled,LinkedIn,,
V0719,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R09,2026-03-15,2026-04-03,Filled,LinkedIn,1140,Venezuela
V0436,Everline Solar,QA Engineer,Tech,R01,2026-03-10,2026-04-12,Filled,LinkedIn,2020,Peru
V0781,Quantum IT Services,Bookkeeper,Finance & Ops,R04,2026-06-19,,Open,Internal Database,,
V0761,Redwood Media,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-05,2026-04-22,Filled,LinkedIn,1420,Argentina
V0286,Beacon Marketing,Accountant,Finance & Ops,R04,2026-06-01,,Cancelled,Job Board,,
V0092,Falcon Freight,Social Media Manager,Marketing & Sales,R12,2026-02-22,2026-04-08,Filled,Referral,1440,Philippines
V0335,Cascade Realty,Bookkeeper,Finance & Ops,R04,2025-10-25,2026-01-03,Filled,Internal Database,1770,Colombia
V0507,Peak Staffing Co,Marketing Specialist,Marketing & Sales,R09,2026-04-05,,Open,Job Board,,
V0585,lakeside insurance,Executive Assistant,Finance & Ops,R05,2026-03-15,,Cancelled,Referral,,
V0697,solstice wellness,  Accountant ,Finance & Ops,R05,2026-03-31,2026-06-14,Filled,LinkedIn,2080,Philippines
V0550,Maple & Main Retail,IT Support Specialist,Tech,R03,02/05/2026,2026-02-27,Filled,Referral,1460,Brazil
V0153,Pinnacle Auto Group,Accountant,Finance & Ops,R11,06/06/2026,2026-07-02,Filled,LinkedIn,1770,Argentina
V0416,ClearPath Accounting,Customer Support Rep,Marketing & Sales,R08,2025-11-20,2026-01-27,Filled,LinkedIn,1590,Philippines
V0265,TrueNorth SaaS,SDR / Appointment Setter,Marketing & Sales,R08,2026-02-26,,Open,Referral,,
V0433,Beacon Marketing,Marketing Specialist,Marketing & Sales,R12,2026-02-28,,Open,Internal Database,,
V0133,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R09,2026-04-07,2026-05-04,Filled,LinkedIn,1240,Philippines
V0277,Everline Solar,Bookkeeper,Finance & Ops,R11,2026-01-26,2026-03-22,Filled,Job Board,1450,Argentina
V0186,COPPERFIELD LAW,Accountant,Finance & Ops,R04,2026-05-23,2026-06-06,Filled,Referral,2320,Brazil
V0041,Vertex Home Services,Marketing Specialist,Marketing & Sales,R12,2025-12-15,2026-01-01,Filled,Job Board,1720,Argentina
V0279,Maple & Main Retail,Project Manager,Finance & Ops,R04,2026-01-03,2026-01-24,Filled,LinkedIn,2760,Philippines
V0272,Vertex Home Services,Marketing Specialist,Marketing & Sales,,2026-01-20,2026-03-11,Filled,Internal Database,2130,Colombia
V0843,TrueNorth SaaS,Full-Stack Developer,Tech,R02,2025-12-29,,Open,LinkedIn,,
V0108,Vertex Home Services,Project Manager,Finance & Ops,R06,2026-03-26,2026-06-04,Filled,Internal Database,2490,Argentina
V0235,Ironwood Construction,Customer Support Rep,Marketing & Sales,R12,2026-02-13,2026-04-04,Filled,Job Board,1220,Mexico
V0116,TrueNorth SaaS,QA Engineer,Tech,R01,2025-12-29,2026-02-09,Filled,LinkedIn,2110,Venezuela
V0066,Atlas E-commerce,Accountant,Finance & Ops,R11,2025-12-24,,Open,Referral,,
V0745,Nova Legal Group,Data Analyst,Tech,R02,2025-12-30,,Open,Internal Database,,
V0303,Cascade Realty,Project Manager,Finance & Ops,R06,2026-02-02,2026-04-05,Filled,Internal Database,2730,Argentina
V0639,Riverbend Clinics,Customer Support Rep,Marketing & Sales,R08,2026-01-12,2026-03-21,Filled,Referral,1560,Philippines
V0791,Quantum IT Services,Marketing Specialist,Marketing & Sales,R09,2025-10-09,2025-11-30,Filled,LinkedIn,$1540 USD,Venezuela
V0340,Beacon Marketing,Data Analyst,Tech,R01,2026-03-25,,Open,LinkedIn,,
V0394,Lakeside Insurance,Full-Stack Developer,Tech,R10,2026-03-21,2026-04-10,Filled,Job Board,2630,Argentina
V0019,Everline Solar,SDR / Appointment Setter,Marketing & Sales,R09,2025-12-24,2026-02-01,Filled,Job Board,1560,Peru
V0452,Pinnacle Auto Group,  Full-Stack Developer ,Tech,R01,2025-12-29,,Open,Job Board,,
V0794,Lakeside Insurance,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-15,,Open,Job Board,,
V0568,Falcon Freight,Accountant,Finance & Ops,R04,2026-06-26,,Cancelled,Internal Database,,
V0347,Atlas E-commerce,Project Manager,Finance & Ops,R04,2025-11-06,,Open,Internal Database,,
V0804,TrueNorth SaaS,Social Media Manager,Marketing & Sales,R09,2026-02-20,2026-04-03,Filled,LinkedIn,1810,Peru
V0711,Copperfield Law,Accountant,Finance & Ops,R06,2025-10-07,,Open,Job Board,,
V0095,Solstice Wellness,SDR / Appointment Setter,Marketing & Sales,R12,2026-06-10,,Cancelled,LinkedIn,,
V0327,Harbor Dental Partners,  IT Support Specialist ,Tech,R03,2026-01-16,,Open,Job Board,,
V0366,TrueNorth SaaS,Data Analyst,Tech,R10,2026-01-27,,Cancelled,LinkedIn,,
V0201,ClearPath Accounting,Bookkeeper,Finance & Ops,R04,2026-05-16,,Cancelled,Job Board,,
V0432,ClearPath Accounting,QA Engineer,Tech,R01,2026-03-21,2026-05-11,Filled,LinkedIn,1980,Venezuela
V0348,Everline Solar,Marketing Specialist,Marketing & Sales,R09,2026-05-04,,Cancelled,LinkedIn,,
V0414,Solstice Wellness,QA Engineer,Tech,R01,2026-04-24,2026-06-05,Filled,Referral,2500,Colombia
V0528,Peak Staffing Co,  Accountant ,Finance & Ops,R11,2026-06-25,,Cancelled,Internal Database,,
V0442,Solstice Wellness,IT Support Specialist,Tech,R10,2025-12-24,2026-01-21,Filled,LinkedIn,1530,Mexico
V0166,ClearPath Accounting,Project Manager,Finance & Ops,,2025-10-22,,Open,Job Board,,
V0230,Summit Logistics,Customer Support Rep,Marketing & Sales,R12,2025-10-14,2025-11-24,Filled,Referral,1430,Brazil
V0684,Pinnacle Auto Group,Project Manager,Finance & Ops,R04,2026-04-15,2026-06-21,Filled,Referral,2730,Philippines
V0167,Nova Legal Group,  SDR / Appointment Setter ,Marketing & Sales,R07,2025-12-17,2026-02-10,Filled,Referral,1690,Brazil
V0499,Grandview Hospitality,Data Analyst,Tech,R02,2026-05-31,,Cancelled,LinkedIn,,
V0408,Vertex Home Services,  Marketing Specialist ,Marketing & Sales,R07,2025-12-15,,Open,Job Board,,
V0097,TrueNorth SaaS,Marketing Specialist,Marketing & Sales,R08,2025-10-21,2025-12-07,Filled,Referral,1960,Mexico
V0225,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R08,2025-11-30,,Open,Internal Database,,
V0479,Sterling Property Mgmt,QA Engineer,Tech,R03,2025-11-01,2025-12-28,Filled,LinkedIn,2230,Philippines
V0859,Solstice Wellness,Accountant,Finance & Ops,R11,2025-12-06,,Open,Job Board,,
V0260,BlueOak Financial,Customer Support Rep,Marketing & Sales,R09,2025-12-08,2026-02-08,Filled,Job Board,1600,Peru
V0147,Beacon Marketing,Executive Assistant,Finance & Ops,R06,2026-03-09,2026-04-09,Filled,LinkedIn,1500,Brazil
V0375,ClearPath Accounting,Full-Stack Developer,Tech,R01,2025-10-12,2025-11-09,Filled,LinkedIn,3110,Colombia
V0863,Brightline Health,Bookkeeper,Finance & Ops,R11,2026-01-29,,Open,LinkedIn,,
V0866,Lakeside Insurance,SDR / Appointment Setter,Marketing & Sales,R08,2026-05-10,2026-06-07,Filled,Job Board,$1390 USD,Venezuela
